id,name_wrestling,name_crew,name_real,name_alt,nationality_fr,nationality_en,year_start,year_end,mask_theme_en,active_fr,active_en,info_fr,info_en,mask_theme_fr,x,y,w,h
el_ligero,El Ligero,,Simon James Musk,,Anglais,British,2002,,animal,actif,active,"Ce catcheur anglais a fait ses débuts sur le ring en 2002 et il est un parfait exemple de globe trotter, ayant travaillé depuis pour une centaine de promotions différentes, en Europe, aux Etats-Unis ou au Japon. Son gimmick, assez basique, est celui d’un lutteur mexicain masqué, ce qui l’amène à parler en espagnol durant ses promos. Signé en 2018 par la WWE, il travaille actuellement pour NXT UK et 205 Live, émission dédiée aux cruiserweights.","This English wrestler made his debut in 2002, and is a perfect example of a globetrotter, having worked for hundreds of different promotions from Europe to the US to Japan. His gimmick is basic, that of a masked Mexican wrestler, speaking Spanish during his promos. He signed to the WWE in 2018, and currently works for NXT UK and 205 Live, a program dedicated to cruiserweights.",animal,160,1280,2560,2400
el_oriental,El Oriental,,Noé Astro Moreno Leon,,Mexicain,Mexican,1992,,other,actif,active,"Entraîné par <span data-id=blue_panther_sr>Blue Panther Sr</span> et <span data-id=dr_wagner_sr>Dr Wagner Sr,</span> il fait ses débuts en 1992 avec ce gimmick qu’il garde durant toute sa carrière, jusqu’à la perte de son masque face à <span data-id=sin_cara_azul>Mistico,</span> en 2010. Globe trotter, il catche aux Etats-Unis et surtout au Japon. Sa maîtrise de la langue lui permet d’ailleurs de servir d'interprète. Il fait également équipe avec ses soeurs, Cynthia et Esther Moreno, notamment contre <span data-id=faby_apache>Faby Apache.</span>","Trained by <span data-id=blue_panther_sr>Blue Panther Sr</span> and <span data-id=dr_wagner_sr>Dr Wagner Sr,</span> he made his debut in 1992 sticking with the same gimmick his entire career, until he lost his mask to <span data-id=sin_cara_azul>Mistico</span> in 2010. As a globetrotter, he wrestled in the US and Japan. His language skills allowed him to work as an interpreter. He also teamed up with his sisters Cynthia and Esther Moreno, notably against <span data-id=faby_apache>Faby Apache.</span>",autre,320,1280,2560,2400
el_psicodelico_sr,El Psicodelico Sr,,Pablo Rodriguez,,Mexicain,Mexican,1968,2014,pop culture/comic/manga/movie,retraité,retired,"Le frère aîné de <span data-id=mil_mascaras>Mil Mascaras.</span> Il débute en 1968, accueillant le style psychédélique de l’époque. Ancien culturiste, il est considéré, avec <span data-id=el_canek>El Canek,</span> comme l’un des catcheurs mexicains les plus puissants. Cela lui permet d’avoir une belle carrière à l’étranger, en particulier aux États-Unis, au Guatemala et au Japon. Il est un des rares catcheurs masqués à avoir conservé son identité secrète depuis ses débuts.","The older brother of <span data-id=mil_mascaras>Mil Mascaras.</span> He began wrestling in 1968, embracing the pyschedelic style of the time. As a former body builder, he was considered to be one of the strongest Mexican wrestlers, along with <span data-id=el_canek>El Canek.</span> This aided his great international career in the US, Guatemala, and Japan. He is one of few masked wrestlers to never have revealed his identity.",culture pop/bande dessinée/manga/film,480,1280,2560,2400
el_rayo_de_jalisco_sr,El Rayo de Jalisco Sr,,Maximo Linares Morenon,,Mexicain,Mexican,1950,1989,"elements/nature, basic",mort,dead,"Grande vedette des années 60-70 avec <span data-id=blue_demon_sr>Blue Demon Sr,</span> il joue son personnage de vaquero dans de nombreux films de lucha libre, avec <span data-id=mil_mascaras>Mil Mascaras</span> ou <span data-id=tinieblas_sr>Tinieblas Sr</span>Tinieblas. Son masque, qu’il perdra justement contre Blue Demon, est inspiré du film La Sombra Vengadora (Avenging Shadow) sorti en 1956.","A huge star in the 60s and 70s with <span data-id=blue_demon_sr>Blue Demon Sr,</span> he played the cowboy in numerous lucha libre films alongside <span data-id=mil_mascaras>Mil Mascaras</span> and <span data-id=tinieblas_sr>Tinieblas Sr.</span> His mask, which he actually lost to Blue Demon, was inspired by the 1956 movie La Sombra Vengadora (Avenging Shadow).",plusieurs,640,1280,2560,2400
el_santo,El Santo,,Rodolfo Guzman Huerta,,Mexicain,Mexican,1934,1982,"basic, religious",mort,dead,"Mélange de Captain America, John Wayne et Jésus-Christ, El Santo est un mythe. Il était le héros ultime de 1942 jusqu'à sa retraite en 1982. Il était humble, honnête, patriote et défenseur des valeurs familiales. Ses aventures sont déclinées en films, photo-romans ou comics. Il ne s'est démasqué qu'en 1984, peu de temps avant sa mort. Son enterrement est encore l’un des plus grands de l’histoire du pays.","A mix of Captain American, John Wayne and Jesus Christ, El Santo is almost a mythical figure. He was the ultimate hero from 1942 until his retirement in 1982. He was humble, honest, patriotic, and a defender of family values. He was in movies, photo-novels, and comics. He didn't unmask himself until 1984, shortly before his death. His funeral was one of the biggest in the history of the Mexico.",plusieurs,800,1280,2560,2400
el_solar,El Solar,,,,Mexicain,Mexican,1975,,elements/nature,actif,active,"Surnommé ""El Maestro"" en raison de sa maîtrise technique, mais également acrobatique, il débute en 1975 et catche contre de grands noms, comme Lou Thesz, <span data-id=el_solitario>El Solitario</span> ou <span data-id=angel_blanco_sr>Angel Blanco Sr.</span> Son trio avec Super Astro et Ultraman, nommé Los Cadetes del Espacio, connaît un très beau succès durant les années 80.","Nicknamed “El Maestro” because of his technical and acrobatic prowess, he wrestled against big names like Lou Thesz, <span data-id=el_solitario>El Solitario,</span> and <span data-id=angel_blanco_sr>Angel Blanco Sr.</span> His trio with Super Astro and Ultraman, called Los Cadetes del Espacio, was very successful in the 80s.",éléments/nature,960,1280,2560,2400
el_solitario,El Solitario,,Roberto Gonzalez Cruz,,Mexicain,Mexican,1960,1986,pop culture/comic/manga/movie,mort,dead,"Grand catcheur des années 70-80, il s’inspire du célèbre personnage de fiction Lone Ranger. La mort de son frère durant un match, en 1959, le porte sur le ring dès l’âge de 14-15 ans. Avec son masque innovant, il connait le succès au Japon et une grande rivalité face à <span data-id=dr_wagner_sr>Dr Wagner Sr.</span>","A great wrestler from the 70s and 80s, he was inspired by the famous fictional character the Lone Ranger. The death of his brother during a match 1959 brought him to the ring as a teenager. With his innovative mask, he found success in Japan and developed a rivalry against <span data-id=dr_wagner_sr>Dr Wagner Sr.</span>",culture pop/bande dessinée/manga/film,1120,1280,2560,2400
electroshock,Electroshock,,Edgar Luna Pozos,,Mexicain,Mexican,1992,,"madness/mystery, pop culture/comic/manga/movie",actif,active,"Marié à la grande luchadora Lady Apache, il commence le bodybuilding après avoir vu un film avec Arnold Schwartzenegger. Entraîné par Hijo del Gladiator, il débute à la CMLL en 1992 et fait notamment partie de la stable de rudos Los Vipers, avec <span data-id=cibernetico>Cibernetico,</span> <span data-id=abismo_negro>Abismo Negro</span> ou <span data-id=psicosis_ii>Psicosis II.</span> Son masque s'inspire du personnage d'Hannibal Lecter.","Married to the great luchadora Lady Apache, he took up bodybuilding after seeing an Arnold Schwartzenegger movie. Trained by Hijo del Gladiator, he made his debut at the CMLL in 1992, and is part of the Los Vipers stable of rudos, with <span data-id=cibernetico>Cibernetico,</span> <span data-id=abismo_negro>Abismo Negro,</span> and <span data-id=psicosis_ii>Psicosis II.</span> His mask is inspired by Hannibal Lecter.",plusieurs,1280,1280,2560,2400
espectrito,Espectrito,,Mario Perez Jimenez,,Mexicain,Mexican,1984,2016,darkness/death/demon/macabre,mort,dead,"Il est le frère d’Espectrito II et <span data-id=la_parkita>La Parkita.</span> Il débute en 1984 sous le nom de Centellita, avant d’incarner la version mini d’<span data-id=el_espectro_del_ultratumba>Espectro</span> en 1989, à son arrivée à la CMLL. Il part en 1992 pour la AAA d’Antonio Pena, et y devient le premier champion de cette division, en battant son grand rival, <span data-id=mascarita_sagrada>Mascarita Sagrada.</span> Lors de son passage à la WWE, en 1997, il catche sous les gimmicks de Mini <span data-id=vader>Vader</span> et El Torito.","He is the brother of Espectrito II and <span data-id=la_parkita>La Parkita.</span> He began wrestling in 1984 under the name Centellita, before embodying the mini version of <span data-id=el_espectro_del_ultratumba>Espectro</span> in 1989 when he arrived in the CMLL. He left in 1992 for Antonio Peña’s AAA, and became the first champion of this division, beating his rival <span data-id=mascarita_sagrada>Mascarita Sagrada.</span> He wrestled under the Mini <span data-id=vader>Vader</span> and El Torito gimmicks in the WWE in 1997.",obscurité/mort/démon/macabre,1440,0,2560,2400
estrella_blanca,Estrella Blanca,,,,Mexicain,Mexican,1954,2011,elements/nature,retraité,retired,"Il est le recordman actuel de luchas de apuestas, avec 700 matches gagnés. Même si seulement 200 sont recensés officiellement et qu’ils ne sont pas forcément les plus prestigieux. Souhaitant garder son identité secrète, notamment pour sa femme, il refuse 500 000 pesos pour perdre son masque et souhaite même être enterré avec, comme <span data-id=el_santo>El Santo.</span>","He is the current record holder in luchas de apuestas, winning over 700 matches, even if you only count the official ones (though they are not necessarily the most prestigious ones). He tried to keep his identity a secret, especially from his wife. He once declined 500,000 pesos to lose his mask during a match, and even wishes to be buried with it, like <span data-id=el_santo>El Santo.</span>",éléments/nature,1440,160,2560,2400
estrella_divina,Estrella Divina,,Brandon Fernandez,,Mexicain,Mexican,1994,,elements/nature,actif,active,"Entrainé par le célèbre Gran Apache, elle est la première catcheuse transgenre à travailler dans une grande promotion mexicain, la AAA. Elle perd son masque en 2015 face au célèbre catcheur exotico Polvo de Estrellas.","Trained by the famous Gran Apache, she was the first transgender wrestler to work in a big Mexican promotion, the AAA. She lost her mask in 2015 to the great exótico, Polvo de Estrellas.",éléments/nature,1440,320,2560,2400
faby_apache,Faby Apache,,Fabiola Balbuena Torres,,Mexicain,Mexican,1998,,animal,actif,active,"Fille du célèbre entraineur Gran Apache, qui est l'un des premiers à s'occuper des lutteuses. Elle débute le catch à l'occasion d'un voyage de son père au Japon, où elle se forme avec les grandes lutteuses Mariko Yoshida et Aja Kong. Suite à une défaite contre Lady Shani en 2018 dans un lucha de apuestas, elle marque les esprits en se rasant la tête.","Daughter of the well-known trainer Gran Apapche, who was one of the first to keep an eye out for female wrestlers. She began wrestling during a trip to Japan with her father, where she trained with the great female wrestlers Mariko Yoshida and Aja Kong. After being defeated by Lady Shani in 2018 during a lucha de apuestas (betting match), she made an statement by shaving her head.",animal,1440,480,2560,2400
fenix,Fenix,Lucha Brothers,,,Mexicain,Mexican,2007,,"animal, mythology/folklore/history",actif,active,"Sans trop de doute, l'un des meilleurs high flyers actuels. Il se fait connaitre du public américain grâce à la Lucha Underground, qui avait un partenariat avec la AAA. Suite à leur popularité grandissante, lui et son frère, <span data-id=pentagon_dark>Pentagon Dark,</span> se sont orientés depuis vers les promotions indépendantes aux Etats-Unis, et, depuis l'année dernière, ils sont les vedettes de la AEW.","Without a doubt, one of the best active high flyers. He becomes popular in the US thanks to the Lucha Underground, which had a partnership with the AAA. Following increasing popularity, he and his brother, <span data-id=pentagon_dark>Pentagon Dark,</span> began focusing on independent promotions in the US, and have recently become stars of the AEW.",plusieurs,1440,640,2560,2400
fishman,Fishman,,Jose Angel Najera Sanchez,,Mexicain,Mexican,1969,2000,"animal, pop culture",mort,dead,"José Ángel Nájera Sánchez était un grand nom nom du catch dans les années 70 et 80. En 1971, il devient Fishman, surnommé le “Poison vert”. Après des débuts à la CMLL, il catche également au Japon grâce à un partenariat entre l’UWA et la NJPW. Vainqueur de plusieurs luchas de apuestas, il démasque El Pharaon, <span data-id=rey_mysterio_sr>Rey Mysterio Sr,</span> <span data-id=cinta_de_oro>Cinta de Oro</span> ainsi qu’<span data-id=el_cobarde_i>El Cobarde,</span> son entraîneur. Il perd son masque seulement en 2000, face à <span data-id=mascara_sagrada>Mascara Sagrada,</span> ce qui met fin à sa prestigieuse carrière.","José Ángel Nájera Sánchez was a big name in wrestling in the 70s and 80s. In 1971, he became Fishman, and was nicknamed the “Green Poison.” After his debut at the CMLL, he wrestled in Japan thanks to a partnership between the UWA and the NJPW. Conquering numerous luchas de apuestas matches, he unmasks El Pharaon, <span data-id=rey_mysterio_sr>Rey Mysterio Sr,</span> <span data-id=cinta_de_oro>Cinta de Oro,</span> as well as his coach, <span data-id=el_cobarde_i>El Cobarde.</span> He didn't lose his mask until 2000 to <span data-id=mascara_sagrada>Mascara Sagrada,</span> putting an end to his prestigious career.",plusieurs,1440,800,2560,2400
