id,name_wrestling,name_crew,name_real,name_alt,nationality_fr,nationality_en,year_start,year_end,mask_theme_en,active_fr,active_en,info_fr,info_en,mask_theme_fr,x,y,w,h
juan_cena,Juan Cena,,John Felix Anthony Cena,John Cena,Americain,American,1999,,basic,actif,active,"John Cena est, avec le Rock, le catcheur le plus connu du grand public actuellement, grâce notamment à ses apparitions au cinéma ou au Saturday Night Live. Tout comme <span data-id=midnight_rider>Dusty Rhodes,</span> <span data-id=yellow_dog_i>Barry Windham</span> ou <span data-id=mr_america>Hulk Hogan</span> avant lui, il a joué l’angle classique du catcheur viré qui revient masque, en 2010 et en 2019. Son masque a peu d’utilité, si ce n’est d’un point de vue comique, car tout le public le reconnaît au premier coup d’oeil.","Alongisde the Rock, John Cena is one of the best known wrestlers thanks to his TV and movie appearances. Just like <span data-id=midnight_rider>Dusty Rhodes,</span> <span data-id=yellow_dog_i>Barry Windham,</span> and <span data-id=mr_america>Hulk Hogan</span> before him, he played the classic angle of the fired wrestler who returns masked, in 2010 and again in 2019. His mask has little purpose other than its comic value since crowds recognized him instantly.",fondamental,1600,320,2560,2400
jushin_thunder_liger,Jushin Thunder Liger,,Keiichi Yamada,,Japonais,Japanese,1984,2020,pop culture/comic/manga/movie,retraité,retired,"Après 36 ans de carrière et plus de 4000 matches, cette légende du catch contemporain vient de tirer sa révérence en début d’année. Jugé trop petit au Japon, il se forme au Mexique et au Canada. Il fait ensuite les grandes heures de la WCW, de 1995 à 1999, chez les cruiserweights. Son look inimitable provient du manga éponyme de Go Nagai et il s'inspirera d'Hokuto No Ken pour inventer le shooting star press !","After a 37 year career and more than 4000 matches, this modern wrestling legend just bowed out at the beginning of the year. Having been deemed too small in Japan, he trains in Mexico and Canada. He is a cruiserweight at WCW during its heyday, from 1995 to 1999. His inimitable look comes from the eponymous manga Go Nagai, and he is inspired by Hokuto No Ken for the inventor of the shooting star press!",culture pop/bande dessinée/manga/film,1600,480,2560,2400
kairi_sane,Kairi Sane,,Kaori Hosako,,Japonais,Japanese,2012,,pop culture/comic/manga/movie,active,active,"Elle débute sa carrière en 2011 chez Stardom, fédération de catch Japonais exclusivement féminine. Elle est considérée, en 2016, par le journaliste Dave Meltzer comme l'une des trois meilleures catcheuses au monde. Elle n’utilise plus son masque actuellement mais son gimmick de princesse pirate est lié à sa passion pour la voile. En 2016, il fait par ailleurs un petit passage, sous une autre identité, à la Lucha Underground, le temps de se faire casser le bas, en kayfabe, par <span data-id=pentagon_dark>Pentagon Dark.</span>","She began her career in 2011 at Stardom, the women-only Japanese wrestling federation. In 2016, Dave Meltzer considered her to be one of the best female wrestlers in the world. She currently doesn't use her mask, but her pirate-princess gimmick stems from her passion for sailing. The gimmick had a short stint where she fought <span data-id=pentagon_dark>Pentagon Dark</span> at the Lucha Underground in 2016.",culture pop/bande dessinée/manga/film,1600,640,2560,2400
kane,Kane,Hell No,Glenn Thomas Jacobs,,Americain,American,1992,,"darkness/death/demon/macabre, pop culture/comic/manga/movie",actif,active,"En kayfabe, il est le frère de l’Undertaker. Son gimmick s’inspire de Michael Myers dans le film Halloween. Il campera un personnage d’un scélérat avec succès dans les années 90 et 2000, avant d’être utilisé dans les rôles les plus improbables, du comique à l'héroïque. S’il reste encore actif à temps partiel, il a été élu, en 2018, maire de Knox County, dans le Tennessee.","According to kayfabe, he is the Undertaker’s brother. His gimmick is inspired by Michael Myers’ character from the film Halloween. He successfully played the villain in the 90s and 2000s, before being used in the most unlikely roles, from comedic to heroic. While he remains a part-time wrestler, he was elected as mayor of Knox County, Tennessee, in 2018.",plusieurs,1600,800,2560,2400
karis_la_momia,Karis la Momia,,Mario Gomez Najera,,Mexicain,Mexican,1920,unknown,"history, macabre",retraité,retired,"Après des débuts sur le ring en 1950, Mario Gomez Najera a l’idée de ce gimmick en 1956, en lisant un livre d’égyptologie. Avec <span data-id=el_espectro_del_ultratumba>Espectro,</span> il lance la mode des personnages macabres. Son entrée spectaculaire, où il sort d’un sarcophage, fait venir la foule en nombre et lui permet de lutter par la suite contre les grands noms de l’époque, comme <span data-id=el_santo>El Santo,</span> <span data-id=blue_demon_sr>Blue Demon Sr,</span> <span data-id=murcielago_velasquez>Murcielago Velasquez</span> ou <span data-id=huracan_ramirez>Huracan Ramirez.</span> A noter que son gimmick de momie est repris un temps par <span data-id=la_parka_ii>La Parka II.</span>","Mario Gomez Najera came up with this gimmick in 1956 after reading an Egyptology book. Along with <span data-id=el_espectro_del_ultratumba>Espectro,</span> he started the trend of macabre characters. The spectacular entrance of coming out of a sarcophagus attracted huge crowds and enabled him to fight the biggest names of the era, like <span data-id=el_santo>El Santo,</span> <span data-id=blue_demon_sr>Blue Demon Sr,</span> <span data-id=murcielago_velasquez>Murcielago Velasquez,</span> and <span data-id=huracan_ramirez>Huracan Ramirez.</span> His mummy gimmick was replicated by <span data-id=la_parka_ii>La Parka II.</span>",plusieurs,1600,960,2560,2400
kendo_nagasaki,Kendo Nagasaki,,Peter William Thornley,,Royaume-Uni,British,1964,2010,"martial arts/warrior, mythology/folklore/history",actif,active,Il était l'un des lutteurs anglais les plus populaires du milieu des années 70 au début des années 80. Son gimmick de samouraï aux pouvoirs hypnotiques a été inspiré par son passé de judoka. Son démasquage a été vu par plus de 12 millions de personnes en 1977. Il est l'un des rares lutteurs à révéler sa bisexualité dans une autobiographie publiée en 2018.,He was one of the most popular English wrestlers from the mid 70s to early 80s. His samurai gimmick with hypnotic powers was inspired by his judoka past. His unmasking was viewed by 12+ million people in 1977. He is one of the few wrestlers to reveal his bisexuality in an autobiography published in 2018.,plusieurs,1600,1120,2560,2400
killer_clown,Killer Clown,,,Murder Clown,Mexicain,Mexican,2003,,"other, pop culture/comic/manga/movie",actif,active,"Entraîné par <span data-id=el_canek>El Canek,</span> il débute en 2003 mais c’est en 2007, à son arrivée à la AAA, qu’il prend ce gimmick de clown démoniaque. Il forme alors un trio redoutable, Los Psycho Circus, avec Psycho Clown et Monster Clown, très inspiré du film Killer Clowns from Outer Space, au point qu’ils doivent changer par la suite leur nom pour éviter les poursuites. D’où le nom qu’il utilise actuellement : Murder Clown.","Trained by <span data-id=el_canek>El Canek,</span> he began wrestling in 2003. When he arrived at the AAA in 2007, he took up his demonic clown gimmick. Along with Psycho Clown and Monster Clown, he is part of a formidable trio called Los Psycho Circus, so cleary inspired by Killer Clowns from Outer Space that they had to change the name to avoid legal trouble. Hence the name he currently uses: Murder Clown.",plusieurs,1600,1280,2560,2400
kobra_moon,Kobra Moon,,Melissa Cervantes,Thunder Rosa,"Americain, Mexicain","Mexican, American",2014,,animal,active,active,"Gimmick utilisé par la catcheuse Thunder Rosa lors de son passage , de 2015 à 2019, à la Lucha Undergound où elle est à la tête de la Reptile Tribe, avec Vibora (plus connu actuellement sous le nom de Luchasaurus) et <span data-id=drago>Drago.</span> Si elle catche actuellement sans masque, elle utilise un maquillage qui s’inspire de la figure de la Calavera Catrina, créée par le célèbre dessinateur mexican Jose Guadalupe Posada. A noter qu’elle est la première Mexicain à remporter le championnat féminin de la NWA en janvier 2020.","A gimmick used by Thunder Rosa during her time at the Lucha Underground from 2015 to 2019. She headed the Reptile Tribe, alonside Vibora (now Luchasaurus) and <span data-id=drago>Drago.</span> Although she currently wrestles without a mask, she wears makeup inspired by the Calavera Catrina figure, created by the famous illustrator Jose Guadalupe Posada. She became the first Mexican to win the NWA women’s championship in January, 2020.",animal,1600,1440,2560,2400
kung_fu,Kung Fu,,Raymundo Cuesta Veloz,,Mexicain,Mexican,1968,2001,martial arts/warrior,mort,dead,"Raymundo Cuesta Veloz fait ses débuts en 1968 mais c’est en 1975 qu’il adopte le gimmick de Kung Fu, un spécialiste des arts martiaux qui a l’honneur de faire équipe avec El Santo. A la fin des années 70 il forme le trio “El Triangulo Oriental” avec Kato et Satoru Sayama, futur <span data-id=tiger_mask_i>Tiger Mask I,</span> puis le célèbre Los Tres Fantasticos, avec Kato et <span data-id=blackman>Blackman.</span> Il perd son masque contre <span data-id=atlantis_sr>Atlantis Sr</span> en 1990, puis met en valeur beaucoup de nouvelles stars. Il meurt malheureusement en 2001, à l’âge de 49 ans.","Raymundo Cuesta Veloz debuted in 1968. In 1975 he adopted the Kung Fu gimmick, a martial arts specialist who had the honor of teaming up with <span data-id=el_santo>El Santo</span>. In the late 70s, he formed El Triangulo Oriental trio with Kato and Satoru Sayama, future <span data-id=tiger_mask_i>Tiger Mask I.</span> He also joined the famous Los Tres Fantasticos, with Kato and <span data-id=blackman>Blackman.</span> After losing his mask to <span data-id=atlantis_sr>Atlantis Sr</span> in 1990, he helped new stars achieve the spotlight. In 2001, he passes away tragically at the age of 49.",arts martiaux/guerrier,0,1600,2560,2400
l_ange_blanc,L'Ange Blanc,,Francisco Pinon Farina,,"Français, Espagnol","French, Spanish",1950,1968,"religious, basic",mort,dead,"Gracieux et aérien, c'est, avec André le Géant, l'un des grands catcheurs français. Il attire, pour sa première au Palais de Sports de Paris, plus de 15 000 personnes et est même la vedette du tour de France de 1959, où il combat chaque soir dans la ville-étape. Son personnage inspire Luis Bunuel pour son film ""L'ange exterminateur"" A la fin des années 60, il part catcher au Mexique.","Graceful and gravity-defying, he was one of the great French wrestlers, along with André the Giant. He attracted a crowd of more than 15,000 people for his premiere at the Dome of Paris. He was the star of the French tour in 1959, where he fought every night in every town. His character inspired Luis Bunuel in his film The Exterminating Angel. He left to wrestle in Mexico in the late 60s.",plusieurs,160,1600,2560,2400
la_amapola,La Amapola,,Guadalupe Ramona Olvera,,Mexicaine,Mexican,,,"modern, nature",active,active,"Cette catcheuse Mexicain est, avec sa grand rivale Dark Angel (contre qui elle perd son masque), à l’origine du renouveau de la division féminine de la CMLL au début des années 2000. Grande ruda, elle devient, en 2010, la championne de la promotion avec le plus long règne. A noter qu’au début de sa carrière elle catche sous le gimmick de Lady Pentagon.","This Mexican wrestler helped revive the female division of the CMLL in the early 2000s, along with her great rival Dark Angel (to whom she lost her mask). As a great ruda, she became the longest-reigning champion of the promotion in 2010. At the beginning of her career she wrestles as Lady Pentagon.",plusieurs,320,1600,2560,2400
la_dama_del_silencio,La Dama del Silencio,,,,Mexicaine,Mexican,,,"modern, animal",retraitée,retired,"Juana Barraza est un cas particulier car elle a une carrière très oubliable en tant que ruda et sous le nom de La Dama del Silencio. Elle fait en revanche les gros titres de la presse Mexicain en 2005-2006, suite à des meurtres de personnes âgées. Elle est condamnée, en 2008, à 759 années de prison pour le meurtre de 16 d’entre elles, même si elle est soupçonnée pour une quarantaine au total.","Juana Barraza is interesting because she had a forgettable ruda career under the name of La Dama del Silencio. She did, however, make headlines in Mexican press for murdering elderly people in 2005-2006. In 2008, she was sentenced to 759 years in prison for the murder of 16 elderly people, but she is suspected to have killed around 40 in total.",plusieurs,480,1600,2560,2400
la_diabolica,La Diabolica,,,,Mexicain,Mexican,1986,,darkness/death/demon/macabre,active,active,"Après des débuts sur le ring en 1986, elle travaille pour la CMLL et devient, en 1993, la troisième championne de la division féminine, avant de perdre son titre face à <span data-id=reina_jubuki>Reina Jubuki.</span> Elle quitte la promotion au début des années 2000, déçue du peu de place accordée aux femmes (le titre reste d’ailleurs vacant jusqu’en 2005), et rejoint la AAA puis des promotions indépendantes.","After her debut on the ring in 1986, she worked in the CMLL and became the third champion of the women’s division in 1993, before losing the title to <span data-id=reina_jubuki>Reina Jubuki.</span> She left the promotion in the early 2000s for the AAA, disappointed by the lack of space for women (the title remained unclaimed until 2005), and later joined independent promotions.",obscurité/mort/démon/macabre,640,1600,2560,2400
la_luchadora,La Luchadora,,Mickie Laree James,Mickie James,Americain,American,1999,,basic,active,active,"Mickie James a fait changer le regard du public sur le catch féminin, dans les années 90, grâce à ses qualités techniques. Ce gimmick de luchadora, qui est d’ailleurs repris par d’autres catcheuses, est utilisé dans une feud entre Alexa Bliss, sa partenaire de l’époque, et Becky Lynch. A noter que Mickie James a, en parallèle, une belle carrière de chanteuse country.",Mickie James transformed the general public’s perspective of female wrestling in the early 90s thanks to her technical prowess. Her luchadora gimmick was later used by other wrestlers like Alexa Bliss and Becky Lynch. James also has a successful career as a country singer.,fondamental,800,1600,2560,2400
la_novia_del_santo,La nonvia del Santo,,Irma González Muñoz,,Mexicain,Mexican,1955,1996,"legacy, basic",retraité,retired,"Ce masque éphémère, qui durera seulement 7 mois, cache la grande catcheuse Mexicains Irma Gonzalez. Durant les années 60, alors que son futur mari lui a fait promettre de ne plus catcher, elle utilise ce masque pour continuer à lutter discrètement, avec l’accord d’<span data-id=el_santo>El Santo.</span> Sa carrière se poursuit jusque dans les années 90. À plus de 80 ans, elle continuait de prodiguer ses conseils de lutteuse.","This ephemeral mask, which she wore for only 7 months, hid the great Mexican wrestler, Irma Gonzalez. During the 60s, when her future husband made her promise to stop wrestling, she used the mask to continue discretely, with <span data-id=el_santo>El Santo’s</span> approval. She pursued her career until the 90s. Even past 80 years old, she continued to advise wrestlers.",plusieurs,960,1600,2560,2400
la_parka_i,La Parka I,,Adolfo Margarito Tapia Ibarra,,Mexicain,Mexican,1982,,"mythology/folklore/history, darkness/death/demon/macabre",actif,active,"Equivalent mexicain de la Grande Faucheuse, La Parka est une figure macabre très populaire durant le Jour des morts. Adolfo Margarito Tapia Ibarra revêt son costume en 1992, à son arrivée à la AAA, et devient rapidement très populaire. Succès qui se confirme aux Etats-Unis, à la WCW. Il doit cependant, en 2003, changer son nom en L.A. Park, suite à des différends avec la AAA sur les droits du personnage.","The Mexican equivalent of the Grim Reaper, the Parka is a macabre figure who was popular on the Day of the Dead. Adolfo Margarito Tapia Ibarra put on his costume in 1992 when he arrived at the AAA, and quickly became popular. His success continued in the US at the WCW. In 2003 he changed his name to L.A. Park, following disputes with AAA over the character rights.",plusieurs,1120,1600,2560,2400
la_parka_ii,La Parka II,,Jesus Alfonso Huerta Escoboza,,Mexicain,Mexican,1987,2019,"mythology/folklore/history, darkness/death/demon/macabre, legacy",mort,dead,"Après avoir utilisé le gimmick de Karis la Momie, inspiré du film d'horreur de la Universal avec Lon Chaney, il reprend celui de <span data-id=la_parka_I>La Parka</span> à la AAA, suite au départ, en 1997, d'Adolfo Tapia à la WCW. Le retour de ce dernier dans la promotion mexicain, en 2010, donne lieu à une grande feud.","After having used Kharis the Mummy’s gimmick, inspired by the Universal Studios horror movie with Lou Chaney, he revives that of <span data-id=la_parka_I>La Parka</span> at the AAA, after Adolfo Tapia’s departure to the WCW. The return of the latter to the Mexican promotion in 2010 gives rise to a feud.",plusieurs,1280,1600,2560,2400
la_parka_negra,La Parka Negra,,,El Zorro,Mexicain,Mexican,1993,,"macabre, legacy",actif,active,"La Parka Negra est, à partir de 2012, à la AAA, le double maléfique de <span data-id=la_parka_ii>La Parka II.</span> Le premier à porter ce masque est Jesus Cristobal Martinez Rodriguez, plus connu sous le nom d’El Zorro, qui utilise auparavant le gimmick du Masque de fer, inspiré du roman d’Alexandre Dumas. La Parka Negra est ensuite repris par Ultimo Gladiador, futur Demon Rocker, Dizzy puis Angel Mortal Jr.","Since 2012, La Parka Negra was <span data-id=la_parka_ii>La Parka II's</span> evil twin The first to wear this mask was Jesus Cristobal Martinez, better known as El Zorro, who previously used the Iron Mask, inspired by an Alexandre Dumas novel. La Parka Negra was later taken up by Ultime Gladiador, future Demon Rocker, Dizzy, then Angel Mortal Jr.",plusieurs,1440,1600,2560,2400
la_parkita,La Parkita,,Alberto Perez Jimenez,,Mexicain,Mexican,1990,2009,"mythology/folklore/history, darkness/death/demon/macabre, legacy",mort,dead,"Il débute le catch en 1990 et incarne les rôles de mascottes de Volador et Octagon. Suite au succès du catcheur <span data-id=la_parka_I>La Parka</span> à la AAA, il devient La Parkita. A son départ, le rôle est repris par d'autres catcheurs. Il meurt tragiquement en 2009, drogué par deux prostituées.","He began wrestling in 1990 and embodied the Volador and Octagon mascots. Following <span data-id=la_parka_I>La Parka's</span> success at the AAA, he became La Parkita. When he left, the role was played by other wrestlers. He passed away tragically in 2009, after being drugged by two prostitutes.",plusieurs,1600,1600,2560,2400
la_sombra,La Sombra,,Manuel Alfonso Andrade Oropeza,Andrade,Mexicain,Mexican,2003,,basic,actif,active,"Catcheur de troisième génération, il est le fondateur de la stable Los Ingobernables. Après une belle carrière à la CMLL, où il fait équipe avec <span data-id=volador_jr>Volador Jr</span> notamment, ainsi qu’à la NJPW, il travaille, à visage démasqué pour la WWE depuis 2015. Très doué sur le ring, il est encore pénalisé par son manque de maîtrise de l’anglais mais son personnage de “cool rudo” en fait un fils spirituel d’ <span data-id=black_tiger_ii>Eddie Guerrero.</span>","A third-generation wrestler, he is the founder of the Los Ingobernables team. He wrestled unmasked since 2015 after a great career at the CMLL, where he teamed up with <span data-id=volador_jr>Volador Jr,</span> as well as at the NJPW. He is very talented in the ring, but is hampered by his limited English language skills. His “cool rudo” character and confidence in the ring is reminiscient of <span data-id=black_tiger_ii>Eddie Guerrero.</span>",fondamental,1760,0,2560,2400
le_bourreau_de_bethune,Le Bourreau de Béthune,,Jacques Ducrez,,Français,French,1950,unknown,basic,mort,dead,"Jacques Ducrez est, avec <span data-id=l_ange_blanc>l’Ange Blanc</span> ou le Petit Prince, une grande figure de l’âge d’or du catch français, dans les années 50-60. Ancien haltérophile et chauffeur de taxi, il débute le catch vers 20 ans, avec un personnage inspiré de l’éxécuteur de Milady dans le roman Les Trois Mousquetaires. A noter que son gimmick a été repris par Freddy Robert, garde du corps de Jean-Marie Le Pen, homme politique français d’extrême droite.","Along with <span data-id=l_ange_blanc>l’Ange Blanc</span> and the Little Prince, Jacques Ducrez was one of the great figures from the golden age of French wrestling in the 50s and 60s. A former weightlifter and taxi driver, he began wrestling at 20, using a character inspired by an executioner from the The Three Musketeers. His gimmick was later taken up by Freddy Robert, bodyguard of Jean-Marie Le Pen, the far-right French Politician.",fondamental,1760,160,2560,2400
leatherface,Leatherface,,Michael Penzel,Corporal Kirchner,Americain,American,1980,2004,"madness/mystery, pop culture/comic/manga/movie",semi-retraité,semi-retired,"Ancien parachutiste de l’armée, il devient catcheur suite à sa rencontre avec <span data-id=mr_america>Hulk Hogan.</span> Il est considéré, dans les années 80, comme l’un des catcheurs les plus rudes à la WWE. Il continue sa carrière au Japon et devient populaire avec ce gimmick de Leatherface. Il est cependant viré suite à un match contre Hiroshi Ono, suite à une descente de la jambe non scriptée, en s’aidant d’un morceau de bois clouté.","A former army paratrooper, he became a wrestler after meeting <span data-id=mr_america>Hulk Hogan.</span> In the 80s, he was considered to be one of the toughest wrestlers in the WWE. He continued his career in Japan and became popular with his Leatherface gimmick. He was fired following a match against Hiroshi Ono, after he performed an unscripted leg drop using a piece of wood with nails sticking out of it.",plusieurs,1760,320,2560,2400
lizmark_sr,Lizmark Sr,,Juan Banos,,Mexicain,Mexican,1976,2015,basic,mort,dead,"Ancien bodybuilder et plongeur de haut vol, il débute en 1976. Son nom est inspiré du cuirassé allemand Bismarck, stationné dans la baie d’Acapulco et qui le fascinait étant enfant. Lizmark Sr est un des précurseurs du style high fly dans les années 70 et jouit d’une grande réputation auprès de ses collègues. Il est enfin un des rares catcheurs à n’avoir jamais été démasqué durant sa carrière.","Former bodybuilder and high diver, he began wrestling in 1976. His name was inspired by the German battleship Bismarck, stationed in Acapulco Bay, a childhood fascination. In the 70s, Lizmark Sr was one of the forerunners of the high-flying style and was reputable amongst his colleagues. He is one of the few wrestlers never having been unmasked during his career.",fondamental,1760,480,2560,2400
lluvia,Lluvia,,,,Mexicain,Mexican,2008,,elements/nature,active,active,"Fille du catcheur Sangre Chicana et soeur de La Hiedra, elle débute en 2008, après avoir été entrainée par <span data-id=ultimo_guerrero>Ultimo Guerrero</span> et El Satanico. Elle remporte, l’année suivante, un “torneo cibernetico”, à savoir un match à huit où les masques sont en jeu, et démasque la catcheuse La Magnifica. Elle s’incline face à <span data-id=la_amapola>La Amapola,</span> en 2011, lors d’un match pour la ceinture de championne.","Daughter of the wrestler Sangre Chicana and sister of La Hiedra, she began wrestling in 2008 after training with <span data-id=ultimo_guerrero>Ultimo Guerrero</span> and El Satanico. In 2009 she won a “torneo cibernetico”, an eight-sided game where masks are at stake, and unmasked La Magnigica. She bowed down to <span data-id=la_amapola>La Amapola</span> in 2011, during a match for the champion’s belt.",éléments/nature,1760,640,2560,2400
mankind,Mankind,,Mick Foley,,Americain,American,1983,2012,"darkness/death/demon/macabre, madness/mystery, pop culture/comic/manga/movie",retraité,retired,"C'est le ""Jackie Chan"" des rings, avec une liste de blessures longue comme le bras. Mais son popularité tient surtout à son enthousiasme à vivre ses gimmicks, qu'il soit un psychopathe ou un hippie. C'est également un auteur à succès, grâce à ses nombreux souvenirs de catcheurs, mais aussi à de la fiction pour enfants.","He was the ""Jackie Chan"" of the ring, with a list of injuries as long as his arm. But his popularity was mainly due to his enthusiasm for living his gimmicks, whether he was a psychopath or a hippie. Outside of wrestling he is a successful author, not only writing about his time in wrestling, but children's books as well.",plusieurs,1280,1760,2560,2400
mano_negra,Mano Negra,,Jesús Reza Rosales,,Mexicain,Mexican,1971,,basic,actif,active,"Père de la catcheuse Sanely, il est formé par le grand Diablo Velazco, il débute en 1971 sous ce gimmick, dont le nom est inspiré d’une organisation anarchiste espagnole de la fin du XIXe siècle. Après une victoire contre <span data-id=fishman>Fishman,</span> il a un des plus longs règnes de champion welter de la CMLL, avec près de 900 jours. Il démasque El Cobarde II en 1986 et perd le sien face à Atlantis Sr, en 1993.","He was the father of the wrestler Sanely, and trained by Diablo Velazco. He debuted in 1971 with this gimmick, inspired by a Spanish anarchist organization from the 19th century. After defeating <span data-id=fishman>Fishman,</span> he held the CMLL welterweight champion title for almost 900 days, making him one of the longest reigning champions. He unmasked El Cobarde II in 1986 and lost his own mask to Atlantis Sr in 1993.",fondamental,1440,1760,2560,2400
mariposa,Mariposa,,Melissa Anderson,Cheerleader Melissa,Americain,American,1999,,animal,active,active,"Entraînée par Christopher Daniels et Daniel Bryan, elle débute en 1999. Elle utilise le gimmick de Mariposa à la Lucha Underground, où elle est la soeur du psychopathe Marty “The Moth” Martinez. Elle catche également masquée à la TNA, en tant que Raishaa Saeed, un Syrienne portant un niqab. A noter qu’elle est classée numéro 1, en 2013, par le magazine Pro Wrestling Illustrated, dans son top 50 des catcheuses.","Trained by Christopher Daniels and Daniel Bryan, she began wrestling in 1999. She used the gimmick of Mariposa at the Lucha Underground, where she was psychopath Marty “The Moth” Martinez’s sister. She also wrestled masked at TNA, as Raishaa Saeed, a Syrian wearing a niqab. In 2013, she was ranked number 1 of the top 50 female wrestlers by the magazine Pro Wrestling Illustrated.",animal,1600,1760,2560,2400
marty_scurll,Marty Scurll,,Martin Scurll,,Americain,American,2005,,"mythology/folklore/history, pop culture/comic/manga/movie",actif,active,"Membre de plusieurs stables, comme le Bullet Club ou the Elite, il est un des meilleurs catcheurs anglais actuels, tant au point de vue technique que de son aisance au micro. Son gimmick est celui d’un méchant de pulp ou de comics, vêtu d’un manteau de fourrure, d’un parapluie et surtout d’un masque, similaire à ceux utilisés par les médecins durant la Peste noire, et repris dans la Commedia dell’arte.","Member of numerous teams, like the Bullet Club and the Elite, he is one of the best active English wrestlers, both technically and on the microphone. His gimmick is that of a villain from pulp or comics, dressed in a fur coat, an umbrella, and a mask, similar to those used by doctors during the Plague, and revived in the Commedia dell’arte.",plusieurs,1760,1760,2560,2400
mascara_ano_2000,Mascara Ano 2000,,Jesus Reyes Gonzalez,,Mexicain,Mexican,1977,,basic,actif,active,"Frère de <span data-id=cien_caras>Cien Caras</span> et Universo 2000, avec qui il forme le trio Hermanos Dinamita, il débute en 1977 et connaît une belle carrière dans les années 80 et 90. Initialement, Universo 2000 devait démasquer <span data-id=anibal>Anibal</span> mais, le secret ayant été éventé, c’est lui est choisi. Ce match légendaire provoque la fureur du public et le force à quitter la salle sous protection. Il est démasqué, en 1993, par Perro Aguayo.","Brother of <span data-id=cien_caras>Cien Caras</span> and Universo 2000, they formed the Hermanos Dinamito trio. He began wrestling in 1977, and had a successful career in the 80s and 90s. Initially, Universo 2000 was meant to unmask <span data-id=anibal>Anibal,</span> but when the secret was exposed, he was chosen. This legendary match angered the crowd and led him to leave the ring with security. He was unmasked by Perro Aguayo in 1993.",fondamental,1920,0,2560,2400
mascara_sagrada,Mascara Sagrada,,,,Mexicain,Mexican,1978,,pop culture/comic/manga/movie,actif,active,"Avec son personnage combinant le design des super-héros / sentaï avec la mystique du masque, il est le symbole de l'hybridation du catch au Mexique au début des années 90, avec son retour à la télévision. A la fois kid's favorite et high flyer, il participera à plusieurs films de lucha libre, avec Octagon et <span data-id=atlantis_sr>Atlantis.</span>","With his character that combined superhero design/sentaï with the mysticality of the mask, when he returned to television in the 90s he was the symbol of hybridization of wrestling in Mexico. Both a kid’s favorite and a high flyer, he starred in numerous lucha libre movies with Octagon and <span data-id=atlantis_sr>Atlantis.</span>",culture pop/bande dessinée/manga/film,1920,160,2560,2400
mascarita_sagrada,Mascarita Sagrada,,Domingo Fuentes Daniel,,Mexicain,Mexican,1989,,"pop culture/comic/manga/movie, legacy",actif,active,"Mascotte du catcheur <span data-id=mascara_sagrada>Mascara Sagrada.</span> Une pratique habituelle dans la division mino, dès qu'un catcheur de la compagnie devient populaire auprès du public. Il forme auparavant une équipe inspirée de Star Wars (lui en Luke Skywalker et son partenaire en R2D2) et démasque Espectrito.",The Mexican Mini-Estrella counterpart to <span data-id=mascara_sagrada>Mascara Sagrada</span>; a common practice once a wrestler becomes popular with the public. He created a team inspired by Star Wars (with him as Luke Skywalker and his partner as R2D2) and unmasks Espectrito.,plusieurs,1920,320,2560,2400
masked_destroyer,Masked Destroyer,,Walter Kowalski,Killer Kowalski,"Canadien, Polonais","Polish, Canadian",1947,1993,basic,mort,dead,"Légende du catch américain, avec plus de 6 000 matches à son actif, il est le premier à battre <span data-id=giant_machine>André le Géant</span> en Amérique du Nord et entraîne par la suite de nombreux catcheurs, dont Triple H, <span data-id=captain_usa>Big John Studd</span> ou <span data-id=suicide>Kazarian.</span> Connu pour son extrême gentillesse, à rebours de son personnage de heel sur le ring, il est, par ailleurs, un des premiers catcheurs à devenir végétarien dès les années 50.","An American wrestling legend, with over 6,000 matches under his belt. He was the first to beat <span data-id=giant_machine>André the Giant</span> in North America, and went on to train numerous wrestlers, such as Triple H, <span data-id=captain_usa>Big John Studd,</span> and <span data-id=suicide>Kazarian.</span> Known for his kindness, which contradicted his heel character in the ring. He was one of the first wrestlers to go vegetarian since the 50s.",fondamental,1920,480,2560,2400
masked_marvel,Masked Marvel,,George Henderson,,Americain,American,,,basic,mort,dead,"Même si le doute subsiste, le catcheur Mort Henderson est le premier Nord-Américain à porter un masque, en 1915, en tant que Masked Marvel. Un accessoire encore grossier qui le gêne souvent sur le ring. Il catche avec les grands noms de l'époque, comme Frank Gotch ou Martin Burns","While not universally agreed upon, the wrestler Mort Henderson is the first North American to wear a mask, appearing as the Masked Marvel in 1915. The mask was a still a coarse accessory at this time, that often bothered him in the ring. He wrestled with the big names of his era, such as Frank Gotch and Martin Burns.",fondamental,1920,640,2560,2400
